MBS id 1	Ligand	Species	PDB entry	Name	Uniprot	EC	MBS id 2	Ligand	Species	PDB entry	Name	Uniprot	EC	Global seq identity	E value (local seq alignment)	RMSD	
18709	CU	Saccharomyces cerevisiae	2JCW	CU/ZN SUPEROXIDE DISMUTASE	P00445	1.15.1.1	7556	CU	Escherichia coli	1ESO	CU, ZN SUPEROXIDE DISMUTASE	P0AGD1	1.15.1.1	20.8588957055215	0.0011	0.260663718047063	
21323	FE	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	1440	CO	Clostridium pasteurianum	1R0H	Rubredoxin	P00268	1.18.1.1	8.90052356020942	10	0.260824399765175	
81146	MN	MYCOBACTERIUM SMEGMATIS	2JFR	SER-THR PHOSPHATASE MSPP	A0QTQ6	None	93100	MN	Homo sapiens	7N0Z	Protein phosphatase 1H	Q9ULR3	3.1.3.16	15.9737417943107	10	0.260863283692433	
116995	ZN	Homo sapiens	2TCL	FIBROBLAST COLLAGENASE	P03956	3.4.24.7	124161	ZN	Homo sapiens	3O64	TACE	P78536	3.4.24.86	15.5555555555556	10	0.261660082949614	
130501	ZN	Lactococcus lactis subsp. lactis	4GK8	Histidinol-phosphatase	Q02150	3.1.3.15	5447	CO	Listeria monocytogenes serotype 4b str. H7858	6NLR	Histidinol-phosphatase	A0A3A6YEN9	3.1.3.15	20.625	2.6	0.262203829085596	
20867	FE	PSEUDOMONAS PUTIDA	1O7H	NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT	P0A110	1.14.12.12	50516	FE	Janthinobacterium sp. (strain J3)	7BUG	Terminal oxygenase component of carbazole	Q84II6	1.14.12.22,1.14.12	21.7204301075269	0.8	0.262301996933106	
135625	ZN	MAGNETOSPIRILLUM GRYPHISWALDENSE	4V2Z	CEREBLON ISOFORM 4	A4TVL0	None	44047	FE	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	1RB9	RUBREDOXIN	P00269	None	12.8	10	0.262575309523807	
31208	FE	Pseudomonas putida	6ICQ	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	44733	FE	BURKHOLDERIA XENOVORANS	2YFJ	BIPHENYL DIOXYGENASE SUBUNIT ALPHA	P37333	1.14.12.18	16.875	0.18	0.262789077510979	
107627	ZN	Mus musculus	1RUT	Fusion protein of Lmo4 protein and LIM domain-binding protein 1	P70662	None	117559	ZN	MUS MUSCULUS	2VRW	PROTO-ONCOGENE VAV	P27870	None	10.8433734939759	10	0.263188947281871	
55326	FE	Ruegeria sp. TM1040	3N0Q	Putative aromatic-ring hydroxylating dioxygenase	Q1GMC3	None	31208	FE	Pseudomonas putida	6ICQ	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	18.8811188811189	0.0035	0.263290504071465	
18604	CU	Saccharomyces cerevisiae	1ZPU	Iron transport multicopper oxidase FET3	P38993	1	12095	CU	BACILLUS SUBTILIS	4AKQ	SPORE COAT PROTEIN	P07788	1.10.3.2	17.7033492822967	0.14	0.263311573670773	
135123	ZN	Macaca mulatta	4TKP	Tripartite motif-containing protein 5	Q0PF16	6.3.2	118370	ZN	HOMO SAPIENS	2Y43	E3 UBIQUITIN-PROTEIN LIGASE RAD18	Q9NS91	6.3.2	19.811320754717	0.0042	0.263687905327556	
13893	CU	Aspergillus niger	5LWW	Multicopper oxidase	A2QS62	1.10.3.2	15350	CU	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	6K3D	Multicopper oxidase	Q8ZWA8	1.10.3.2	17.8445229681979	0.039	0.263719723083788	
18709	CU	Saccharomyces cerevisiae	2JCW	CU/ZN SUPEROXIDE DISMUTASE	P00445	1.15.1.1	19007	CU	Candida albicans (strain SC5314 / ATCC MYA-2876)	5KBM	Cell surface Cu-only superoxide dismutase 5	Q5AD07	1.15.1.1	23.6363636363636	0.0085	0.264118022695503	
79568	MN	Mycobacterium tuberculosis	1TXO	Putative Bacterial Enzyme	P9WHW5	3.1.3.16	87578	MN	Arabidopsis thaliana	4YZG	Protein phosphatase 2C 57	P49599	3.1.3.16	19.281045751634	0.23	0.26411921162599	
111991	ZN	Mus musculus	2DFY	fusion protein of LIM domain transcription factor LMO4 and LIM domain-binding protein 1	P61969	3.1	117559	ZN	MUS MUSCULUS	2VRW	PROTO-ONCOGENE VAV	P27870	None	11.0843373493976	10	0.264158752626116	
13119	CU	Botrytis aclada	4X4K	Laccase	H8ZRU2	1.10.3.2	15350	CU	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	6K3D	Multicopper oxidase	Q8ZWA8	1.10.3.2	18.3908045977011	0.0016	0.264369328552166	
31208	FE	Pseudomonas putida	6ICQ	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	45274	FE	Comamonas testosteroni	3GZY	Biphenyl dioxygenase subunit alpha	Q46372	1.14.12.18	16.7355371900826	1.8	0.264383882306195	
118702	ZN	Escherichia coli	2Z26	Dihydroorotase	P05020	3.5.2.3	128610	ZN	HOMO SAPIENS	4C6J	CAD PROTEIN	P27708	3.5.2.3	19.5804195804196	5.9	0.264542235891543	
35826	NI	Homo sapiens	7A1F	5' exonuclease Apollo	Q9H816	3.1	39748	FE	Homo sapiens	8T1R	Cleavage and polyadenylation specificity factor subunit 3	Q9UKF6	3.1.27	17.907444668008	10	0.265198327203741	
53645	FE	Pyrococcus furiosus	9BKT	Rubredoxin	P24297	None	28252	FE	Methanosarcina acetivorans	4TPU	Rubredoxin	Q8TQ92	1.8.7.2	13.2947976878613	0.0086	0.265287026238335	
8314	CU	Mycobacterium tuberculosis	1PZS	Superoxide dismutase [Cu-Zn]	P9WGE9	1.15.1.1	8782	CU	Bacillus subtilis	1XTM	Hypothetical superoxide dismutase-like protein yojM	O31851	1.15.1.1	21.4285714285714	0.0027	0.265311812907919	
93483	MN	Homo sapiens	7TXH	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	P62136	3.1.3.16	118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	19.8879551820728	1.7	0.265463636810627	
55608	FE	Homo sapiens	4OOA	CDGSH iron-sulfur domain-containing protein 2	Q8N5K1	None	56093	FE	Homo sapiens	6AVJ	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	P0C7P0	None	20.952380952381	0.1	0.265514681898614	
92107	MN	Homo sapiens	6ZEJ	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Phosphatase and actin regulator	Q9C0D0	3.1.3.16	118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	18.6893203883495	1.9	0.265541136334392	
104327	ZN	Clostridium pasteurianum	1IRN	RUBREDOXIN	P00268	1.18.1.1	21323	FE	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	8.90052356020942	6.2	0.265550747965612	
54521	FE	Thermus thermophilus	1NYK	Rieske iron-sulfur protein	Q5SGZ9	None	56137	FE	Thermochromatium tepidum	7YRA	Ubiquinol-cytochrome c reductase iron-sulfur subunit	D1MZ11	7.1.1.8	21.4689265536723	0.24	0.265735766991684	
7595	CU	Saccharomyces cerevisiae	1F1G	COPPER-ZINC SUPEROXIDE DISMUTASE	P00445	1.15.1.1	12867	CU	Candida albicans	4N3U	Potential secreted Cu/Zn superoxide dismutase	Q5AD07	1.15.1.1	24.8484848484848	0.0026	0.265737557387358	
14944	CU	Myceliophthora thermophila	6F5K	Extracellular laccase, lcc1	G2QG31	1.10.3.2	16106	CU	Aquifex aeolicus	6TTD	Multicopper oxidase	O67206	None	19.1318327974277	0.31	0.265798930772516	
25737	MN	Streptococcus pneumoniae	3QFO	Putative uncharacterized protein	Q8DNX4	None	34362	FE	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	6UNC	Metallophos domain-containing protein	I6YEE1	3.1.4.14	17.5141242937853	10	0.266017292020907	
22255	FE	COMAMONAS SP.	2BMO	OXYGENASE-ALPHA NBDO	Q8RTL4	None	31087	FE	Pseudomonas putida	6ICM	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	19.3548387096774	0.0044	0.266172235197437	
128612	ZN	HOMO SAPIENS	4C6J	CAD PROTEIN	P27708	3.5.2.3	132490	ZN	Burkholderia cenocepacia	4LFY	Dihydroorotase	B4EEU0	3.5.2.3	17.9039301310044	10	0.266949224772331	
20123	FE	Pyrococcus furiosus	1BQ8	PROTEIN (RUBREDOXIN)	P24297	None	28252	FE	Methanosarcina acetivorans	4TPU	Rubredoxin	Q8TQ92	1.8.7.2	13.2947976878613	0.0086	0.266961371664543	
84944	MN	Burkholderia thailandensis	4DZ4	Agmatinase	Q2T3W4	3.5.3.11	85217	MN	Helicobacter pylori	4G3H	Arginase (RocF)	O25949	3.5.3.1	17.1957671957672	0.32	0.26714423717357	
22575	FE	Desulfovibrio gigas	2DSX	Rubredoxin	P00270	None	43981	FE	Desulfovibrio vulgaris	1LKP	Rubrerythrin	P24931	None	9.94764397905759	10	0.26745894175132	
93316	MN	Saccharomyces cerevisiae	7QWJ	Serine/threonine-protein phosphatase PP1-2	P32598	3.1.3.16	118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	19.1135734072022	0.56	0.267544910051878	
37040	FE	Comamonas sp.	7Q05	Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 2	Q3C1D5	1.14.12.15	45172	FE	Sphingomonas	3GKQ	Terminal oxygenase component of carbazole 1,9a-dioxygenase	Q2PFA6	None	18.5995623632385	0.074	0.268372078849448	
82950	MN	Klebsiella pneumoniae subsp. pneumoniae	3JYF	2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase bifunctional periplasmic protein	A6THC4	3.1.4.16,3.1.3.6	23686	MN	LISTERIA MONOCYTOGENES	2XMO	LMO2642 PROTEIN	Q8Y432	None	16.5236051502146	10	0.268766316980132	
97345	ZN	Homo sapiens	3AVS	Lysine-specific demethylase 6A	O15550	1.14.11	112000	ZN	Mus musculus	2DFY	fusion protein of LIM domain transcription factor LMO4 and LIM domain-binding protein 1	P61969	3.1	8.47457627118644	10	0.26890289294164	
126080	ZN	Plasmodium falciparum 3D7	3SUB	ADP-ribosylation factor GTPase-activating protein	Q8I4Y5	None	3437	ZN	HOMO SAPIENS	4ASK	LYSINE-SPECIFIC DEMETHYLASE 6B	O15054	1.14.11	10.5882352941176	10	0.269208237060638	
22575	FE	Desulfovibrio gigas	2DSX	Rubredoxin	P00270	None	43644	FE	Desulfovibrio vulgaris	1LKO	Rubrerythrin all-iron(II) form	P24931	None	9.94764397905759	10	0.269315842585579	
55385	FE	Arabidopsis thaliana	3S2Q	AT5g51720/MIO24_14	Q9FLI7	None	55415	FE	Pyrobaculum calidifontis	3TBO	Zinc finger, CDGSH-type domain protein	A3MW14	None	23.8095238095238	0.032	0.269519195012354	
102944	ZN	Homo sapiens	1DMT	NEUTRAL ENDOPEPTIDASE	P08473	3.4.24.11	119887	ZN	Pseudomonas aeruginosa	3DBK	Elastase	P14756	3.4.24.26	10.0574712643678	10	0.269543508574393	
107627	ZN	Mus musculus	1RUT	Fusion protein of Lmo4 protein and LIM domain-binding protein 1	P70662	None	128100	ZN	HOMO SAPIENS	4B6D	RAC GTPASE-ACTIVATING PROTEIN 1	Q9H0H5	None	12.2340425531915	10	0.269570165441273	
111991	ZN	Mus musculus	2DFY	fusion protein of LIM domain transcription factor LMO4 and LIM domain-binding protein 1	P61969	3.1	132535	ZN	Homo sapiens	4LKA	Histone acetyltransferase KAT6A	Q92794	2.3.1.48	18.9054726368159	10	0.270302992155563	
55326	FE	Ruegeria sp. TM1040	3N0Q	Putative aromatic-ring hydroxylating dioxygenase	Q1GMC3	None	45089	FE	Nocardioides aromaticivorans	3GCF	Terminal oxygenase component of carbazole 1,9a-dioxygenase	Q2HWI0	None	20.5882352941176	0.0016	0.270363213158546	
22268	FE	COMAMONAS SP.	2BMQ	OXYGENASE-ALPHA NBDO	Q8RTL4	None	31087	FE	Pseudomonas putida	6ICM	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	19.3548387096774	0.0044	0.270782891713348	
50516	FE	Janthinobacterium sp. (strain J3)	7BUG	Terminal oxygenase component of carbazole	Q84II6	1.14.12.22,1.14.12	20327	FE	Pseudomonas putida	1EG9	PROTEIN (NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT)	P0A110	1.14.12.12	21.627408993576	0.78	0.271613417035782	
46561	FE	Janthinobacterium	4NBG	Terminal oxygenase component of carbazole	Q84II6	1.14.12.22	20327	FE	Pseudomonas putida	1EG9	PROTEIN (NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT)	P0A110	1.14.12.12	21.627408993576	0.75	0.271720741952636	
20483	FE	Clostridium pasteurianum	1IRO	RUBREDOXIN	P00268	1.18.1.1	21323	FE	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	8.90052356020942	6.2	0.271876501351989	
82755	MN	Bacillus subtilis subsp. subtilis	3GVE	YfkN protein	O34313	3.1.4.16,3.1.3.6,3.1.3.5	23686	MN	LISTERIA MONOCYTOGENES	2XMO	LMO2642 PROTEIN	Q8Y432	None	17.4568965517241	10	0.271999252597899	
135625	ZN	MAGNETOSPIRILLUM GRYPHISWALDENSE	4V2Z	CEREBLON ISOFORM 4	A4TVL0	None	39626	FE	Desulfovibrio vulgaris	8RXN	RUBREDOXIN	P00269	None	12.8	10	0.272457612453532	
116034	ZN	Homo sapiens	2OW0	Matrix metalloproteinase-9 (MMP-9) (92 kDa type IV collagenase) (92 kDa gelatinase) (Gelatinase B) (GELB)	P14780	3.4.24.35	131477	ZN	Protobothrops mucrosquamatus	4J4M	zinc-dependent metalloproteinase	U3KRG1	3.4.24.53	18.5365853658537	10	0.272775010809967	
8314	CU	Mycobacterium tuberculosis	1PZS	Superoxide dismutase [Cu-Zn]	P9WGE9	1.15.1.1	10527	CU	Cryptococcus liquefaciens	3CE1	Superoxide dismutase [Cu-Zn]	A0ZPR9	1.15.1.1	23.4513274336283	0.021	0.272965657052604	
101601	V	Homo sapiens	2I4E	Receptor-type tyrosine-protein phosphatase beta	P23467	3.1.3.48	101703	V	Yersinia pestis	7L0M	Protein-tyrosine-phosphatase	O68720	3.1.3.48	20.5278592375367	0.009	0.273118085371632	
17374	CU	Thermothelomyces thermophilus ATCC 42464	7ZN6	Laccase-like multicopper oxidase 1	G2QFD0	1,1.10.3.2	16277	CU	Pediococcus pentosaceus	6XJ0	Multicopper oxidase mco	A0A379CCN4	1	20.3703703703704	0.3	0.273174873262485	
25616	FE	Bacteriophage phi92	3PQH	gene product 138	I7HXF9	None	50240	FE	Enterobacteria phage T4	6P2A	CHIMERA OF BACTERIOPHAGE OBP GP146 AND A T4 GP5	G9IA38	3.2.1.17	20.8860759493671	10	0.273386028197757	
135625	ZN	MAGNETOSPIRILLUM GRYPHISWALDENSE	4V2Z	CEREBLON ISOFORM 4	A4TVL0	None	25172	FE	Homo sapiens	3MAO	Methionine-R-sulfoxide reductase B1	Q9NZV6	1.8.4	18.9393939393939	10	0.273422824888667	
130501	ZN	Lactococcus lactis subsp. lactis	4GK8	Histidinol-phosphatase	Q02150	3.1.3.15	24219	FE	Listeria monocytogenes str. 4b H7858	3DCP	Histidinol-phosphatase	Q4EIC3	3.1.3.15	20.625	2.6	0.273983809007282	
116034	ZN	Homo sapiens	2OW0	Matrix metalloproteinase-9 (MMP-9) (92 kDa type IV collagenase) (92 kDa gelatinase) (Gelatinase B) (GELB)	P14780	3.4.24.35	116917	ZN	Homo sapiens	2RJP	ADAMTS-4	O75173	3.4.24.82	16.1392405063291	10	0.274303337604898	
22178	FE	Rhodococcus sp.	2B1X	naphthalene dioxygenase large subunit	Q9X3R9	1.14.12.12	31181	FE	Pseudomonas putida	6ICL	Methylxanthine N3-demethylase NdmB	H9N290	1.14.13.179	17.3824130879346	0.023	0.274444007032117	
20483	FE	Clostridium pasteurianum	1IRO	RUBREDOXIN	P00268	1.18.1.1	43644	FE	Desulfovibrio vulgaris	1LKO	Rubrerythrin all-iron(II) form	P24931	None	8.90052356020942	6.2	0.27473777983912	
101592	V	Yersinia enterocolitica	2I42	Tyrosine-protein phosphatase	P15273	3.1.3.48	101601	V	Homo sapiens	2I4E	Receptor-type tyrosine-protein phosphatase beta	P23467	3.1.3.48	20.2346041055718	0.12	0.274750111344443	
11072	CU	Streptomyces antibioticus	3GYR	Phenoxazinone synthase	Q53692	1	11448	CU	STECCHERINUM OCHRACEUM	3T71	Laccase	I1SB14	1.10.3.2	16.8437025796662	10	0.274774090011383	
104237	ZN	Homo sapiens	1I76	NEUTROPHIL COLLAGENASE	P22894	3.4.24.34	124161	ZN	Homo sapiens	3O64	TACE	P78536	3.4.24.86	13.7037037037037	6	0.274884350353106	
128110	ZN	HOMO SAPIENS	4BBQ	LYSINE-SPECIFIC DEMETHYLASE 2A	Q9Y2K7	1.14.11.27	130520	ZN	Homo sapiens	4GNE	Histone-lysine N-methyltransferase NSD3	Q9BZ95	2.1.1.43	17.5	10	0.275041105908913	
11072	CU	Streptomyces antibioticus	3GYR	Phenoxazinone synthase	Q53692	1	15913	CU	Steccherinum murashkinskyi	6RHR	Laccase 2	I1VE66	1.10.3.2	17.7710843373494	10	0.275774379775861	
30008	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	44574	FE	Desulfovibrio desulfuricans	1NF4	bacterioferritin	Q93PP9	1.16.3.1	13.9664804469274	10	0.276043721461242	
124579	ZN	Thermotoga maritima	3PDH	NAD-dependent deacetylase	Q9WYW0	3.5.1	134464	ZN	Geobacillus stearothermophilus	4QBI	Adenylate kinase	P27142	2.7.4.3	17.6895306859206	10	0.276124619252144	
22776	FE	Sphingobium yanoikuyae	2GBW	Biphenyl 2,3-Dioxygenase Alpha Subunit	A2TC87	None	45172	FE	Sphingomonas	3GKQ	Terminal oxygenase component of carbazole 1,9a-dioxygenase	Q2PFA6	None	19.4444444444444	0.0028	0.276519640505796	
25735	FE	Streptococcus pneumoniae	3QFO	Putative uncharacterized protein	Q8DNX4	None	29403	FE	Pyrococcus abyssi (strain GE5 / Orsay)	5IHE	DNA polymerase II small subunit	Q9V2F3	2.7.7.7	10.5042016806723	10	0.276701552572509	
27489	FE	Pseudomonas sp. C18	4HM3	Naphthalene 1,2-dioxygenase subunit alpha	P0A111	1.14.12.12	46561	FE	Janthinobacterium	4NBG	Terminal oxygenase component of carbazole	Q84II6	1.14.12.22	21.7204301075269	0.86	0.277230886064047	
18576	CU	Saccharomyces cerevisiae	1ZPU	Iron transport multicopper oxidase FET3	P38993	1	9919	CU	BACILLUS SUBTILIS	2WSD	SPORE COAT PROTEIN A	P07788	1.10.3.2	17.5438596491228	0.43	0.277342726126905	
11072	CU	Streptomyces antibioticus	3GYR	Phenoxazinone synthase	Q53692	1	13928	CU	Steccherinum murashkinskyi	5MHV	Laccase 2	I1VE66	1.10.3.2	17.7443609022556	10	0.277556245080219	
118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	35775	FE	Homo sapiens	6ZK6	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	P62136	3.1.3.16	19.2105263157895	2.6	0.277649325998785	
20867	FE	PSEUDOMONAS PUTIDA	1O7H	NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT	P0A110	1.14.12.12	31087	FE	Pseudomonas putida	6ICM	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	18.9765458422175	0.035	0.277930654139199	
21113	ZN	Desulfovibrio vulgaris subsp. vulgaris	1QYB	Rubrerythrin	P24931	None	22575	FE	Desulfovibrio gigas	2DSX	Rubredoxin	P00270	None	9.94764397905759	10	0.27808995836506	
9048	CU	Neisseria meningitidis	2AQN	Superoxide dismutase [Cu-Zn]	P57005	1.15.1.1	12955	CU	Hydra vulgaris	4OJA	Superoxide dismutase [Cu-Zn]	I3V7W8	1.15.1.1	24.468085106383	0.0047	0.278239059045873	
20253	FE	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	1DVB	RUBRERYTHRIN	P24931	None	44075	FE	Clostridium pasteurianum	1SMW	Rubredoxin	P00268	1.18.1.1	9.42408376963351	3.6	0.278241752384211	
21110	ZN	Desulfovibrio vulgaris subsp. vulgaris	1QYB	Rubrerythrin	P24931	None	22575	FE	Desulfovibrio gigas	2DSX	Rubredoxin	P00270	None	9.94764397905759	10	0.278286623861688	
25048	FE	Mycobacterium tuberculosis	3IB8	Icc protein	P9WP65	3.1.4.17	29403	FE	Pyrococcus abyssi (strain GE5 / Orsay)	5IHE	DNA polymerase II small subunit	Q9V2F3	2.7.7.7	14.7239263803681	10	0.278600931797371	
107550	ZN	Homo sapiens	1RM8	Matrix metalloproteinase-16	P51512	3.4.24	121762	ZN	Homo sapiens	3HYG	A disintegrin and metalloproteinase with thrombospondin motifs 5	Q9UNA0	3.4.24	17.3160173160173	2.6	0.278941897249294	
77907	MN	Oryctolagus cuniculus	1FJM	PROTEIN SERINE/THREONINE PHOSPHATASE-1 (ALPHA ISOFORM, TYPE 1)	P62139	3.1.3.16	118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	20.2631578947368	1.7	0.279361958556022	
20483	FE	Clostridium pasteurianum	1IRO	RUBREDOXIN	P00268	1.18.1.1	21110	ZN	Desulfovibrio vulgaris subsp. vulgaris	1QYB	Rubrerythrin	P24931	None	8.90052356020942	6.2	0.279466997503039	
107627	ZN	Mus musculus	1RUT	Fusion protein of Lmo4 protein and LIM domain-binding protein 1	P70662	None	132535	ZN	Homo sapiens	4LKA	Histone acetyltransferase KAT6A	Q92794	2.3.1.48	20.1030927835052	10	0.279586853193069	
31181	FE	Pseudomonas putida	6ICL	Methylxanthine N3-demethylase NdmB	H9N290	1.14.13.179	44149	FE	Rhodococcus sp.	1ULI	biphenyl dioxygenase large subunit	Q53122	1.14.12.18	16.1490683229814	0.042	0.27962115868486	
20483	FE	Clostridium pasteurianum	1IRO	RUBREDOXIN	P00268	1.18.1.1	21113	ZN	Desulfovibrio vulgaris subsp. vulgaris	1QYB	Rubrerythrin	P24931	None	8.90052356020942	6.2	0.279759635593451	
8842	CU	Haemophilus ducreyi	1Z9N	Superoxide dismutase [Cu-Zn]	Q59452	1.15.1.1	12955	CU	Hydra vulgaris	4OJA	Superoxide dismutase [Cu-Zn]	I3V7W8	1.15.1.1	24.8704663212435	0.0033	0.279817735453535	
9418	CU	Trametes maxima	2H5U	laccase	D0VWU3	1.10.3.2	12095	CU	BACILLUS SUBTILIS	4AKQ	SPORE COAT PROTEIN	P07788	1.10.3.2	18.3673469387755	0.0021	0.27981996427314	
20483	FE	Clostridium pasteurianum	1IRO	RUBREDOXIN	P00268	1.18.1.1	43981	FE	Desulfovibrio vulgaris	1LKP	Rubrerythrin	P24931	None	8.90052356020942	6.2	0.280317207955439	
17374	CU	Thermothelomyces thermophilus ATCC 42464	7ZN6	Laccase-like multicopper oxidase 1	G2QFD0	1,1.10.3.2	16106	CU	Aquifex aeolicus	6TTD	Multicopper oxidase	O67206	None	17.7285318559557	0.0026	0.280592612112695	
124776	ZN	Campylobacter jejuni subsp. jejuni	3PNU	Dihydroorotase	Q0PBP6	3.5.2.3	128612	ZN	HOMO SAPIENS	4C6J	CAD PROTEIN	P27708	3.5.2.3	18.3673469387755	0.0018	0.28060887234338	
18575	CU	Saccharomyces cerevisiae	1ZPU	Iron transport multicopper oxidase FET3	P38993	1	9917	CU	BACILLUS SUBTILIS	2WSD	SPORE COAT PROTEIN A	P07788	1.10.3.2	17.5438596491228	0.43	0.280829190552298	
98413	ZN	Homo sapiens	4IC3	E3 ubiquitin-protein ligase XIAP	P98170	6.3.2	135634	ZN	HOMO SAPIENS	4V3L	E3 UBIQUITIN-PROTEIN LIGASE RNF38	Q9H0F5	6.3.2.19	18.75	10	0.281134004142254	
22178	FE	Rhodococcus sp.	2B1X	naphthalene dioxygenase large subunit	Q9X3R9	1.14.12.12	50734	FE	Comamonas testosteroni (strain DSM 14576 / KF-1)	7FJL	Rieske (2Fe-2S) domain protein	B7WQT1	None	16.7641325536062	0.95	0.281576097626023	
12955	CU	Hydra vulgaris	4OJA	Superoxide dismutase [Cu-Zn]	I3V7W8	1.15.1.1	16123	CU	Salmonella typhimurium	6VBS	Superoxide dismutase [Cu-Zn]	P0CW86	1.15.1.1	22.5806451612903	0.002	0.281661067007451	
13893	CU	Aspergillus niger	5LWW	Multicopper oxidase	A2QS62	1.10.3.2	16106	CU	Aquifex aeolicus	6TTD	Multicopper oxidase	O67206	None	16.9628432956381	0.36	0.281909087689809	
120802	ZN	Homo sapiens	3FL2	E3 ubiquitin-protein ligase UHRF1	Q96T88	6.3.2	134582	ZN	Mus musculus	4QPL	E3 ubiquitin-protein ligase RNF146	Q9CZW6	6.3.2	11.6666666666667	7	0.282364599818034	
87350	MN	HOMO SAPIENS	4UT2	SERINE/THREONINE-PROTEIN PHOSPHATASE PP1-GAMMA CATALYTIC SUBUNIT	P36873	3.1.3.16	118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	19.3029490616622	1.5	0.282372354194162	
11072	CU	Streptomyces antibioticus	3GYR	Phenoxazinone synthase	Q53692	1	14944	CU	Myceliophthora thermophila	6F5K	Extracellular laccase, lcc1	G2QG31	1.10.3.2	19.2537313432836	0.82	0.282382995367374	
22255	FE	COMAMONAS SP.	2BMO	OXYGENASE-ALPHA NBDO	Q8RTL4	None	45089	FE	Nocardioides aromaticivorans	3GCF	Terminal oxygenase component of carbazole 1,9a-dioxygenase	Q2HWI0	None	19.6242171189979	0.12	0.282408924116317	
85217	MN	Helicobacter pylori	4G3H	Arginase (RocF)	O25949	3.5.3.1	92914	MN	Escherichia coli	7LOL	Agmatinase	P60651	3.5.3.11	18.5393258426966	0.62	0.2824648186564	
22776	FE	Sphingobium yanoikuyae	2GBW	Biphenyl 2,3-Dioxygenase Alpha Subunit	A2TC87	None	46561	FE	Janthinobacterium	4NBG	Terminal oxygenase component of carbazole	Q84II6	1.14.12.22	18.9979123173278	0.01	0.28283042609027	
17374	CU	Thermothelomyces thermophilus ATCC 42464	7ZN6	Laccase-like multicopper oxidase 1	G2QFD0	1,1.10.3.2	12095	CU	BACILLUS SUBTILIS	4AKQ	SPORE COAT PROTEIN	P07788	1.10.3.2	17.0422535211268	0.84	0.282855891626259	
23527	FE	Desulfovibrio vulgaris str. 'Miyazaki F'	2RDV	RUBREDOXIN	P15412	None	28252	FE	Methanosarcina acetivorans	4TPU	Rubredoxin	Q8TQ92	1.8.7.2	10.9826589595376	2.5	0.283105560303583	
81143	MN	MYCOBACTERIUM SMEGMATIS	2JFS	SER-THR PHOSPHATASE MSPP	A0QTQ6	None	87071	MN	Homo sapiens	4RA2	Protein phosphatase 1A	P35813	3.1.3.16	16.7539267015707	10	0.283122621346217	
27489	FE	Pseudomonas sp. C18	4HM3	Naphthalene 1,2-dioxygenase subunit alpha	P0A111	1.14.12.12	50516	FE	Janthinobacterium sp. (strain J3)	7BUG	Terminal oxygenase component of carbazole	Q84II6	1.14.12.22,1.14.12	21.7204301075269	0.8	0.283228833698333	
77968	MN	Enterobacteria phage lambda	1G5B	SERINE/THREONINE PROTEIN PHOSPHATASE	P03772	3.1.3	118719	ZN	Shewanella sp.	2Z72	Protein-tyrosine-phosphatase	Q9S427	3.1.3.48	14.6131805157593	5	0.28368745822793	
